"wealth_2016","family_income_78","mother_education","father_education","poverty_78","race","gender","afqt"
103400,37500,12,12,"no","White","Female",58
31625,37500,12,12,"no","White","Male",11
169600,37500,12,12,"no","White","Female",65
297500,37500,12,12,"no","White","Male",57
-1000,22500,9,14,"no","White","Female",51
118000,12500,12,12,"no","White","Male",59
46450,17420.7361516035,12,12,"yes","White","Female",44
11400,7500,11,5,"no","White","Male",35
-49671,17420.7361516035,10,12,"yes","White","Female",63
210950,17420.7361516035,10,12,"yes","White","Female",17
638000,22500,16,16,"no","White","Female",88
142450,22500,16,16,"no","White","Female",84
381992,22500,15,16,"no","White","Female",60
54850,5500,11,9,"no","White","Male",5
-18450,37500,12,8,"no","White","Female",68
320250,22500,12,12,"no","White","Male",92
856058.5,17420.7361516035,12,8,"yes","White","Male",32
179000,1500,12,12,"yes","White","Female",95
457000,37500,8,12,"no","White","Male",54
30575,22500,12,8,"no","White","Female",73
1339866.5,22500,12,8,"no","White","Female",99
527500,17420.7361516035,12,8,"yes","White","Male",84
89693.5,22500,12,13,"no","White","Male",77
202500,12500,12,12,"no","White","Female",83
105750,17500,12,12,"no","White","Male",58
275425,17500,12,12,"no","White","Male",50
236500,17420.7361516035,12,8,"yes","White","Male",54
101000,22500,12,18,"no","White","Male",27
520450,22500,12,18,"no","White","Female",48
3717634.5,3500,17,8,"yes","White","Male",67
315450,17420.7361516035,13,12,"yes","White","Female",83
13800,12500,12,10,"no","White","Male",16
327925,5500,12,12,"yes","White","Female",35
1115492,17420.7361516035,12,12,"yes","White","Female",30
181000,17500,16,8,"no","White","Male",73
1691380,17420.7361516035,8,8,"yes","White","Male",13
339250,17420.7361516035,12,9,"yes","White","Male",98
155900,17420.7361516035,12,12,"yes","White","Male",53
895500,8500,15,14,"yes","White","Male",98
239875,8500,15,14,"yes","White","Male",85
280750,8500,15,14,"yes","White","Male",48
824000,12500,12,12,"no","White","Male",87
738500,12500,12,12,"no","White","Male",89
365000,12500,12,10,"no","White","Female",82
317500,17420.7361516035,12,7,"yes","White","Female",75
-832,5500,8,11,"yes","White","Male",1
798500,17500,8,12,"no","White","Female",98
1257481,37500,12,8,"no","White","Female",62
669500,37500,12,8,"no","White","Female",68
32000,12500,12,12,"no","White","Male",70
-5400,12500,12,12,"no","White","Female",24
2557920.5,17500,14,16,"no","White","Female",94
1449350,17500,14,16,"no","White","Male",95
1882670.5,17500,14,16,"no","White","Male",87
128715,22500,13,14,"no","White","Male",30
63300,22500,13,14,"no","White","Female",30
17500,4500,6,12,"yes","White","Male",2
81200,17420.7361516035,9,7,"yes","White","Male",13
1461453,17500,12,11,"no","White","Female",27
25050,8500,7,4,"no","White","Male",14
80585,8500,7,4,"no","White","Male",8
1000,22500,8,9,"no","White","Female",1
0,22500,8,9,"no","White","Male",5
272300,17500,7,7,"no","White","Female",12
153500,17500,7,7,"no","White","Male",33
-500,37500,12,10,"no","White","Female",32
29200,37500,12,10,"no","White","Female",34
28090,17420.7361516035,7,0,"yes","White","Female",7
47500,12500,5,0,"no","White","Male",12
5000,37500,10,9,"no","White","Male",10
20534,6500,12,10,"yes","Black","Female",12
4250,5500,9,12,"yes","Black","Female",7
173387.5,12500,11,14,"no","Black","Female",12
0,3500,9,8,"yes","White","Male",2
104926,3500,9,8,"yes","White","Female",3
134000,5500,5,6,"yes","White","Male",42
11900,5500,5,6,"yes","White","Female",8
-967,12500,13,12,"no","White","Female",76
331700,17420.7361516035,11,9,"yes","White","Female",53
354150,12500,12,9,"no","White","Female",34
152745,17420.7361516035,10.8690857046641,12,"yes","White","Female",72
-3000,17500,9,10,"no","White","Female",62
-500,8500,11,11,"no","Black","Female",1
-3000,8500,11,11,"no","Black","Female",5
60000,17420.7361516035,12,16,"yes","White","Female",84
-1808,12500,12,12,"no","Black","Female",2
61000,3500,12,11,"yes","Black","Female",17
30050,3500,12,11,"yes","Black","Male",20
14700,3500,12,11,"yes","Black","Female",17
192770,12500,12,6,"no","White","Male",93
84300,22500,12,5,"no","White","Male",42
4200,17500,8,10.9474264705882,"no","White","Male",13
105700,17500,10.8690857046641,10.9474264705882,"no","White","Male",67
250150,17500,12,16,"no","White","Male",36
74450,17500,12,10,"no","White","Female",20
377000,6500,12,10,"yes","White","Male",74
16500,22500,7,10,"no","White","Female",18
235300,17500,12,9,"no","White","Female",65
13200,12500,11,8,"no","White","Male",33
-28200,5500,12,10.9474264705882,"no","Black","Female",51
250,8500,12,10.9474264705882,"no","Black","Male",1
232849.5,9500,12,6,"no","White","Male",70
232400,9500,12,6,"no","White","Female",65
16750,17420.7361516035,8,8,"yes","White","Male",2
53250,17420.7361516035,12,10,"yes","White","Female",26
52270,17420.7361516035,7,7,"yes","White","Male",5
2562.5,17500,9,9,"no","White","Male",16
2167379.5,5500,7,3,"yes","Black","Female",31
16550,5500,7,3,"yes","Black","Male",10
1203750,37500,12,12,"no","White","Male",33
1743265,12500,12,8,"no","White","Male",79
111250,37500,9,6,"no","White","Male",38
51300,17500,12,7,"no","White","Female",13
455900,22500,12,10.9474264705882,"no","White","Female",24
352500,22500,12,10.9474264705882,"no","White","Male",30
94450,17420.7361516035,9,8,"yes","White","Female",66
10480,12500,6,11,"no","White","Male",4
116350,17420.7361516035,7,10.9474264705882,"yes","White","Female",38
257518,17420.7361516035,7,7,"yes","White","Female",5
67700,17500,12,6,"no","White","Female",45
196000,22500,12,12,"no","White","Female",43
237050,17420.7361516035,11,8,"yes","White","Male",69
165800,17500,10,8,"no","White","Female",34
70112.5,12500,10,8,"no","White","Female",67
466000,22500,10,12,"no","White","Male",54
612000,22500,10,12,"no","White","Male",23
155630,6500,12,6,"no","White","Male",16
218521,17420.7361516035,12,12,"yes","White","Male",86
912000,7500,11,5,"no","White","Female",62
21750,12500,14,10,"no","White","Male",87
199300,37500,12,18,"no","White","Male",60
311000,17420.7361516035,14,13,"yes","Hispanic","Female",93
3141126,22500,16,20,"no","White","Female",93
894526,17420.7361516035,14,14,"yes","White","Male",65
43500,12500,9,10,"no","White","Male",1
0,12500,9,12,"no","White","Female",4
9300,17500,10,10.9474264705882,"no","Black","Female",4
50450,17500,11,7,"no","Black","Male",22
48750,9500,9,8,"no","White","Male",1
5725,12500,9,7,"no","Black","Male",7
31172,12500,12,12,"yes","Black","Female",33
97913,12500,12,12,"yes","Black","Male",1
278850,12500,12,12,"yes","Black","Female",10
15450,8500,8,10.9474264705882,"no","Black","Female",28
23900,37500,12,12,"no","Black","Male",3
0,37500,12,12,"no","Black","Male",5
41450,37500,12,12,"no","Black","Male",39
147000,37500,12,12,"no","Black","Female",24
61300,22500,12,11,"no","White","Male",36
167500,37500,11,12,"no","White","Male",49
224500,37500,12,12,"no","White","Female",22
813000,2500,12,12,"yes","White","Female",35
-15857.5,17500,12,18,"no","White","Male",37
0,1500,7,10.9474264705882,"yes","Black","Male",3
2500,12500,11,10.9474264705882,"no","Black","Male",1
10800,6500,12,11,"no","Black","Female",44
5500,12500,8,10.9474264705882,"no","Black","Female",54
0,12500,10.8690857046641,10.9474264705882,"no","Black","Male",14
475,2500,10.8690857046641,10.9474264705882,"yes","Black","Male",10
86600,12500,10.8690857046641,12,"no","Black","Male",6
114471,12500,10,12,"no","Black","Male",6
8825,5500,12,12,"yes","Black","Female",1
95800,5500,12,12,"yes","Black","Female",7
0,17420.7361516035,10.8690857046641,10.9474264705882,"yes","Black","Male",7
0,17420.7361516035,10.8690857046641,10.9474264705882,"yes","Black","Male",6
36637.5,9500,10,12,"no","Black","Female",30
-8850,9500,10,12,"no","Black","Female",21
0,17500,12,12,"no","White","Male",81
112432.5,37500,10,10.9474264705882,"no","White","Male",3
-16375,17420.7361516035,10,11,"yes","White","Female",48
126750,9500,12,12,"no","White","Male",49
3225426,17500,9,11,"no","White","Female",68
432225,17420.7361516035,12,17,"yes","White","Female",63
269000,17420.7361516035,14,10.9474264705882,"yes","White","Male",74
1665591.5,37500,15,14,"no","White","Female",58
-200,17420.7361516035,10.8690857046641,10.9474264705882,"yes","Black","Male",1
19500,17420.7361516035,9,10.9474264705882,"yes","Black","Male",3
780000,17420.7361516035,12,14,"yes","White","Male",77
746550,37500,12,11,"no","White","Male",99
1010000,17420.7361516035,15,18,"yes","White","Male",81
195500,37500,17,10,"no","White","Female",35
69100,37500,17,10,"no","White","Male",82
4638096.5,37500,14,15,"no","White","Female",78
329888.5,50000,16,20,"no","Black","Female",70
-190722,17420.7361516035,14,12,"yes","White","Male",27
204349,17420.7361516035,8,10,"yes","Black","Female",6
232700,17420.7361516035,14,15,"yes","Hispanic","Female",77
25000,17420.7361516035,10.8690857046641,12,"yes","White","Male",52
216000,17420.7361516035,14,13,"yes","White","Male",99
1135372.5,37500,12,0,"no","White","Female",81
85450,17420.7361516035,12,11,"yes","White","Female",57
456500,17420.7361516035,12,10,"yes","White","Male",66
1709300,17420.7361516035,12,9,"yes","White","Female",72
30450,17420.7361516035,12,12,"yes","White","Female",57
540658.5,17420.7361516035,15,12,"yes","White","Female",81
311950,5500,12,12,"yes","White","Female",90
49600,5500,12,12,"yes","White","Male",38
105730,12500,12,11,"no","White","Female",66
34375,12500,12,11,"no","White","Female",49
60900,5500,12,12,"yes","White","Male",36
0,17420.7361516035,13,13,"yes","White","Female",3
389600,22500,12,10,"no","White","Female",66
207263,17420.7361516035,12,12,"yes","Hispanic","Male",6
229000,17420.7361516035,9,8,"yes","Hispanic","Female",62
656500,12500,10,6,"no","Hispanic","Female",53
29050,7500,8,12,"no","White","Male",98
22750,9500,6,7,"no","Hispanic","Female",40
218300,9500,6,7,"no","Hispanic","Male",23
6500,9500,12,0,"no","Hispanic","Male",16
106750,17500,6,6,"no","Hispanic","Female",41
115120,6500,1,0,"yes","Hispanic","Female",13
400,6500,1,0,"yes","Hispanic","Female",16
329250,6500,7,14,"yes","Hispanic","Female",20
336600,12500,12,12,"no","Hispanic","Male",32
95800,37500,9,5,"no","Hispanic","Male",71
49500,3500,0,0,"yes","Hispanic","Female",25
-820,7500,6,8,"yes","Hispanic","Female",17
-19000,7500,5,10.9474264705882,"yes","Hispanic","Male",17
9578,17500,6,14,"no","Hispanic","Female",45
74300,17420.7361516035,0,10.9474264705882,"yes","Hispanic","Male",17
114726,5500,2,0,"no","Hispanic","Male",27
833000,500,5,0,"yes","Hispanic","Male",8
4187.5,3500,4,10.9474264705882,"yes","Hispanic","Male",3
124500,12500,4,0,"no","Hispanic","Male",28
309529.5,12500,4,0,"no","Hispanic","Male",21
81000,3500,0,0,"yes","Hispanic","Female",8
1650,6500,0,10.9474264705882,"no","Hispanic","Male",6
75112.5,17500,12,17,"no","Hispanic","Female",71
657302.5,17500,12,18,"no","Hispanic","Male",83
137500,37500,13,12,"no","Hispanic","Female",80
391515,37500,13,12,"no","Hispanic","Female",55
2077286.5,37500,13,12,"no","Hispanic","Male",84
36891,22500,12,16,"no","White","Female",13
171000,6500,12,12,"yes","Hispanic","Female",53
631000,3500,12,6,"yes","Hispanic","Female",14
109500,3500,12,6,"yes","Hispanic","Female",7
4000,17500,6,6,"no","Hispanic","Female",12
26750,17420.7361516035,12,12,"yes","Hispanic","Male",45
433500,12500,6,12,"no","Hispanic","Male",6
0,37500,11,11,"no","Hispanic","Male",3
61950,17500,8,8,"no","Hispanic","Female",22
117260,17500,8,8,"no","Hispanic","Female",16
16900,6500,8,5,"yes","Hispanic","Female",6
3749941,22500,8,13,"no","Hispanic","Male",21
214400,22500,2,9,"no","Hispanic","Female",70
250,17500,6,0,"no","Hispanic","Male",22
49175,3500,6,10.9474264705882,"yes","Hispanic","Female",18
0,3500,10.8690857046641,10.9474264705882,"yes","Hispanic","Male",5
40150,3500,10.8690857046641,10.9474264705882,"yes","White","Male",3
13625,8500,10.8690857046641,10.9474264705882,"no","Hispanic","Female",73
0,4500,9,10.9474264705882,"yes","Hispanic","Female",1
818000,12500,5,8,"no","White","Female",19
638505,500,9,10.9474264705882,"yes","Hispanic","Female",33
35000,17420.7361516035,0,12,"yes","Hispanic","Male",42
81700,12500,4,12,"no","Hispanic","Female",37
1953662,37500,12,11,"no","Hispanic","Female",35
3000,2500,5,6,"yes","Hispanic","Female",16
4150,17420.7361516035,8,10.9474264705882,"yes","Hispanic","Female",40
75662.5,17420.7361516035,6,12,"yes","Hispanic","Female",2
736500,12500,7,7,"no","Hispanic","Female",28
425100,17500,6,6,"no","Hispanic","Male",62
98000,17500,6,2,"no","Hispanic","Female",41
45425,17420.7361516035,5,10.9474264705882,"yes","Hispanic","Female",1
4520,17420.7361516035,4,6,"yes","Hispanic","Male",1
67850,22500,2,1,"no","Hispanic","Male",49
7772.5,6500,3,10.9474264705882,"no","Hispanic","Female",1
3900,17420.7361516035,0,10.9474264705882,"yes","Hispanic","Female",1
545875,17500,7,12,"no","Hispanic","Female",10
1271250,37500,14,12,"no","White","Female",62
-210,22500,6,6,"no","Hispanic","Male",7
2500,22500,12,10,"no","Hispanic","Male",22
7052.5,12500,10,12,"no","White","Female",26
26119,17420.7361516035,12,10.9474264705882,"yes","White","Female",11
62885,2500,12,10.9474264705882,"yes","White","Female",16
-4500,17420.7361516035,12,14,"yes","Hispanic","Female",76
-20000,6500,7,10.9474264705882,"no","Hispanic","Male",6
900,2500,12,10,"yes","Hispanic","Male",22
192922.5,12500,10,12,"no","Hispanic","Female",34
149300,37500,8,11,"no","White","Female",56
0,2500,8,3,"yes","White","Male",8
43550,17420.7361516035,8,10.9474264705882,"yes","Hispanic","Female",33
3000,6500,10,8,"yes","Hispanic","Female",11
29295,17500,3,10.9474264705882,"no","Hispanic","Female",6
204900,17500,6,12,"no","Hispanic","Male",30
-1750,17500,6,10.9474264705882,"no","Hispanic","Male",46
10500,12500,12,10,"no","Hispanic","Female",14
-237.5,17420.7361516035,3,10.9474264705882,"yes","Hispanic","Male",49
-15,17500,12,12,"no","White","Male",4
19000,17500,12,12,"no","White","Male",4
46932,4500,11,10.9474264705882,"yes","White","Female",3
13400,37500,13,13,"no","White","Male",73
139800,37500,12,12,"no","Hispanic","Male",51
21900,17500,12,10.9474264705882,"no","Hispanic","Female",32
-2625,17500,11,12,"no","Hispanic","Female",28
97500,17420.7361516035,0,3,"yes","Hispanic","Female",13
968050,37500,12,11,"no","Hispanic","Female",80
494000,37500,12,12,"no","Hispanic","Male",58
3749941,17420.7361516035,3,12,"yes","Hispanic","Male",8
-5500,22500,8,0,"no","Hispanic","Female",32
900,22500,9,10.9474264705882,"no","Hispanic","Female",19
38000,17500,8,11,"no","Hispanic","Male",24
33055,4500,8,4,"yes","Hispanic","Male",4
435750,4500,4,4,"no","Hispanic","Male",41
2069684,9500,9,8,"no","Hispanic","Female",57
475075,17500,3,3,"no","Hispanic","Female",47
248100,5500,6,6,"yes","Hispanic","Female",10
77300,7500,10,12,"yes","Hispanic","Male",16
436750,4500,4,10.9474264705882,"yes","Hispanic","Female",56
250450,17420.7361516035,2,10.9474264705882,"yes","Hispanic","Male",18
22500,17420.7361516035,2,0,"yes","Hispanic","Male",29
5375,17420.7361516035,10.8690857046641,0,"yes","Hispanic","Male",6
134000,17420.7361516035,14,6,"yes","Hispanic","Male",42
4950,17420.7361516035,0,2,"yes","Hispanic","Female",1
84600,17420.7361516035,0,4,"yes","Hispanic","Male",36
238701.5,17420.7361516035,0,4,"yes","Hispanic","Male",16
337500,5500,10.8690857046641,10.9474264705882,"yes","White","Male",1
137350,17420.7361516035,3,0,"yes","Hispanic","Male",17
122000,17420.7361516035,9,12,"yes","Black","Male",6
36500,17420.7361516035,11,8,"yes","Black","Female",21
-5250,17420.7361516035,10.8690857046641,10.9474264705882,"yes","Black","Female",35
21805,17420.7361516035,12,10.9474264705882,"yes","Black","Female",20
1000,17420.7361516035,12,12,"yes","White","Male",55
-18141,8500,11,12,"no","Black","Female",60
29000,22500,12,12,"no","Black","Female",7
36500,12500,12,11,"no","Black","Female",28
449750,17500,12,12,"no","Black","Male",20
144500,12500,15,12,"no","Black","Female",20
-3002.5,2500,0,3,"yes","Hispanic","Male",1
587700,17420.7361516035,2,2,"yes","Hispanic","Male",6
-47250,17420.7361516035,10.8690857046641,11,"yes","Black","Female",17
205000,12500,10.8690857046641,11,"no","Black","Male",25
-1000,50000,10,12,"no","Black","Female",25
84622.5,9500,10,6,"no","Black","Female",23
24000,6500,12,12,"no","Black","Male",21
124568,17420.7361516035,12,10.9474264705882,"yes","Black","Female",7
226350,9500,12,12,"no","Black","Female",21
20000,6500,12,12,"yes","Black","Male",4
74924.5,12500,12,12,"no","Black","Female",41
740000,12500,12,12,"no","Black","Male",18
60000,6500,11,12,"yes","Black","Male",3
222750,17420.7361516035,11,6,"yes","Black","Female",16
147000,4500,12,12,"yes","Black","Male",3
5000,9500,11,10.9474264705882,"no","Black","Male",1
71250,4500,10,10.9474264705882,"yes","Black","Female",30
285115,2500,11,10.9474264705882,"yes","Black","Female",33
850,3500,12,10.9474264705882,"yes","Black","Female",1
20500,7500,15,12,"no","Black","Male",26
0,12500,11,11,"no","Black","Male",18
-145375,8500,12,10.9474264705882,"no","Black","Female",8
180000,6500,14,10,"no","Black","Female",6
1058450,17420.7361516035,12,12,"yes","White","Male",87
-5350,17500,12,12,"no","White","Female",34
46705,17420.7361516035,12,15,"yes","Black","Male",30
21500,17500,9,8,"no","Black","Female",19
2500,9500,10,10.9474264705882,"no","Hispanic","Male",2
7800,9500,10.8690857046641,12,"no","White","Male",2
0,4500,7,9,"yes","Black","Female",6
-2000,17420.7361516035,10.8690857046641,10.9474264705882,"yes","Hispanic","Male",9
-589,17420.7361516035,10.8690857046641,0,"yes","Hispanic","Female",6
-10000,17420.7361516035,10.8690857046641,10.9474264705882,"yes","Black","Female",3
3250,17420.7361516035,10.8690857046641,10.9474264705882,"yes","Black","Female",32
54250,3500,11,12,"yes","Black","Female",21
0,17420.7361516035,4,4,"yes","Black","Female",8
292400,17500,12,12,"no","Black","Male",5
0,4500,8,12,"yes","Black","Male",1
129500,4500,8,12,"yes","Black","Male",7
9100,3500,12,9,"yes","Hispanic","Female",7
8200,8500,10,12,"yes","Black","Female",27
-7900,17420.7361516035,8,9,"yes","Black","Male",7
510609,2500,10,4,"yes","Black","Female",4
-14500,0,10,10.9474264705882,"yes","Black","Male",7
88175,37500,14,12,"no","Black","Female",17
79700,17500,11,10.9474264705882,"no","Black","Male",77
-500,17420.7361516035,12,10.9474264705882,"yes","Black","Female",49
0,37500,12,16,"no","Black","Female",28
39500,37500,12,12,"no","Black","Male",7
0,37500,10.8690857046641,10.9474264705882,"no","Black","Female",28
9250,8500,12,12,"no","Black","Male",83
128200,17420.7361516035,12,12,"yes","Black","Female",49
-264071,17420.7361516035,10,9,"yes","Black","Female",50
74500,17420.7361516035,10,10.9474264705882,"yes","Black","Female",30
20500,12500,12,12,"no","Black","Male",34
410500,12500,10,10.9474264705882,"no","Black","Male",30
-7391,12500,13,10.9474264705882,"no","Black","Male",36
0,17420.7361516035,10,14,"yes","Black","Male",1
0,9500,8,8,"yes","Black","Male",8
1000,17420.7361516035,10.8690857046641,10.9474264705882,"yes","Black","Male",9
1570.5,3500,12,10.9474264705882,"yes","Black","Female",23
31250,7500,10.8690857046641,10.9474264705882,"yes","Black","Female",5
0,3500,10,10.9474264705882,"yes","Black","Male",3
154050,50000,16,12,"no","Black","Male",30
14000,8500,10.8690857046641,10.9474264705882,"yes","Black","Female",6
134400,500,11,11,"yes","Black","Female",31
55733,500,12,10.9474264705882,"yes","Black","Female",2
132325,5500,4,10.9474264705882,"yes","Black","Female",2
39856.5,5500,10.8690857046641,10.9474264705882,"yes","Black","Male",14
-48600,3500,0,10.9474264705882,"yes","Black","Male",58
0,2500,10,12,"yes","Black","Male",38
-2250,22500,10,11,"no","Black","Female",11
67491,2500,12,12,"yes","White","Male",2
0,17500,12,10,"no","Black","Male",25
9500,17500,12,10,"no","Black","Male",9
0,37500,12,12,"no","White","Male",46
1019500,8500,12,13,"no","White","Female",72
61075,17420.7361516035,12,16,"yes","Hispanic","Female",30
1500,4500,15,10.9474264705882,"yes","Black","Male",59
2600,4500,12,10.9474264705882,"yes","Black","Male",46
105350,4500,12,9,"yes","Black","Female",22
-4325,4500,10.8690857046641,10.9474264705882,"yes","Black","Female",17
0,17420.7361516035,10.8690857046641,10.9474264705882,"yes","Black","Female",4
77200,17420.7361516035,10.8690857046641,6,"yes","Black","Male",2
7500,12500,14,10.9474264705882,"no","Black","Male",30
47000,12500,15,10.9474264705882,"no","Black","Female",12
-9000,12500,12,15,"no","Black","Female",29
1800,17500,12,12,"no","Black","Male",4
-1500,17420.7361516035,12,12,"yes","Black","Female",4
48237,17420.7361516035,11,6,"yes","Black","Female",20
43050,5500,10,10.9474264705882,"yes","Black","Male",15
0,1500,11,11,"yes","Black","Female",6
6000,1500,11,11,"yes","Black","Male",8
101100,4500,9,10,"no","Black","Female",23
28500,3500,8,10.9474264705882,"yes","Black","Female",26
-300,37500,11,12,"no","White","Female",11
-190375,22500,14,10.9474264705882,"no","Black","Female",26
0,3500,8,10.9474264705882,"yes","Black","Male",3
16110,3500,8,10.9474264705882,"yes","Black","Female",1
-160.5,17420.7361516035,13,6,"yes","Black","Female",5
-85937.5,17420.7361516035,10,11,"yes","Black","Female",32
90200,12500,16,12,"no","Black","Female",32
327000,12500,16,12,"no","Black","Male",29
63250,12500,13,12,"no","Black","Male",29
39900,8500,14,12,"no","Black","Female",56
237750,17420.7361516035,14,14,"yes","Black","Male",11
-1600,17420.7361516035,12,15,"yes","Black","Female",6
3800,17420.7361516035,12,16,"yes","Black","Male",24
68850,17420.7361516035,11,16,"yes","Black","Female",11
163750,9500,12,10.9474264705882,"no","Black","Male",6
64925,17420.7361516035,14,19,"yes","Black","Female",75
-34900,17420.7361516035,12,10,"yes","Black","Female",6
7350,12500,12,10.9474264705882,"no","Black","Male",46
16500,22500,12,12,"no","Black","Female",39
-85666.5,22500,10,12,"no","Black","Female",45
258500,22500,10.8690857046641,12,"no","Black","Male",20
0,9500,16,12,"no","Black","Female",35
153500,9500,14,12,"no","Black","Male",1
48250,17420.7361516035,16,12,"yes","Black","Female",27
50750,17420.7361516035,8,5,"yes","Black","Male",10
25200,17420.7361516035,12,12,"yes","Black","Female",81
0,4500,12,12,"no","Black","Female",2
0,22500,11,9,"no","Black","Female",2
2250,22500,11,9,"no","Black","Male",2
-1500,6500,8,11,"yes","Black","Male",2
13000,3500,10,10.9474264705882,"yes","Black","Male",6
0,500,10.8690857046641,10.9474264705882,"yes","Black","Male",2
48000,3500,5,5,"yes","Black","Male",4
275,17420.7361516035,13,10,"yes","Black","Male",17
168650,3500,11,7,"yes","Black","Male",10
194285,17500,12,10.9474264705882,"no","Black","Male",22
73000,17500,10,10.9474264705882,"no","Black","Male",56
600,3500,10,5,"yes","Black","Male",43
135000,12500,10,12,"no","Black","Female",4
629000,17420.7361516035,16,14,"yes","Black","Male",96
200,9500,11,10.9474264705882,"no","Black","Male",2
20940,9500,11,10,"no","Black","Male",2
4750,17420.7361516035,12,12,"yes","Black","Female",10
0,5500,10.8690857046641,10.9474264705882,"no","Black","Female",6
74595,17420.7361516035,12,10.9474264705882,"yes","Black","Female",13
0,17420.7361516035,10,11,"yes","Black","Female",4
100,37500,10,10,"no","Black","Female",6
0,37500,8,7,"no","Black","Male",18
2055280,17420.7361516035,13,12,"yes","Black","Male",13
5526252,37500,14,12,"no","Black","Male",65
993500,37500,13,12,"no","Black","Male",63
806000,17420.7361516035,15,14,"yes","Black","Male",35
0,17420.7361516035,5,9,"yes","Black","Female",7
0,17420.7361516035,8,9,"yes","Black","Male",11
122500,17420.7361516035,12,10.9474264705882,"yes","Black","Male",6
-42875,17420.7361516035,10.8690857046641,14,"yes","Black","Female",82
-57500,17420.7361516035,12,13,"yes","Black","Female",19
10950,17500,12,4,"no","Black","Male",9
0,17500,12,4,"no","Black","Male",15
0,17500,12,4,"no","Black","Male",6
160500,17500,12,4,"no","Black","Male",7
0,17500,12,12,"no","Black","Male",13
111500,7500,10.8690857046641,10.9474264705882,"no","Black","Male",6
56000,12500,8,8,"no","Black","Male",23
-1250,22500,9,10.9474264705882,"no","Black","Male",1
0,22500,10.8690857046641,10.9474264705882,"no","Black","Male",1
5450,6500,9,8,"yes","Black","Male",1
5475.5,17420.7361516035,12,10.9474264705882,"yes","Black","Female",31
-2000,17420.7361516035,12,12,"yes","Black","Male",24
21500,7500,8,7,"yes","Black","Female",23
0,7500,9,10,"yes","Black","Male",6
750,5500,9,10.9474264705882,"yes","Black","Male",18
1065539.5,17420.7361516035,16,12,"yes","Black","Female",48
5000,17420.7361516035,16,12,"yes","Black","Female",53
0,37500,12,10.9474264705882,"no","Black","Female",46
-10500,17500,13,14,"no","Black","Female",19
151750,17420.7361516035,11,8,"yes","Black","Female",44
27500,50000,11,8,"no","Black","Female",30
-4725,12500,11,10.9474264705882,"no","Black","Male",27
19200,9500,12,8,"no","Black","Male",47
-6194.5,9500,12,10.9474264705882,"no","Black","Female",25
35300,17500,12,10,"no","Black","Male",31
30250,17500,12,15,"no","Black","Male",37
44900,4500,8,10.9474264705882,"yes","Black","Female",62
-9925,9500,8,8,"yes","Black","Female",12
530331,9500,8,8,"yes","Black","Male",21
-700,9500,8,8,"yes","Black","Female",13
110000,12500,12,13,"no","Black","Female",6
26500,17420.7361516035,12,6,"yes","Black","Female",64
0,17500,14,6,"no","Black","Male",22
28000,17500,14,10.9474264705882,"no","Black","Male",28
187150,22500,6,6,"no","Black","Male",15
274360,22500,8,6,"no","Black","Female",34
25575,5500,12,12,"yes","Black","Female",26
1300,17420.7361516035,12,12,"yes","Black","Female",21
49250,17420.7361516035,12,10.9474264705882,"yes","Black","Male",19
144100,17500,12,11,"no","Black","Male",1
36535,22500,11,5,"no","Black","Male",19
23500,22500,12,6,"no","Black","Male",14
103727,7500,9,10.9474264705882,"yes","Black","Female",45
143850,7500,11,9,"yes","Black","Male",15
0,17420.7361516035,10,10.9474264705882,"yes","Black","Female",19
52650,22500,12,12,"no","Black","Female",13
97500,12500,11,2,"yes","Black","Female",45
158800,12500,11,5,"yes","Black","Male",13
112709.5,12500,11,5,"yes","Black","Female",11
105200,4500,10.8690857046641,10.9474264705882,"yes","Black","Female",21
22750,2500,12,11,"yes","Black","Female",16
19.5,2500,12,9,"yes","Black","Female",2
5400,2500,12,10.9474264705882,"yes","Black","Male",7
0,17420.7361516035,8,10.9474264705882,"yes","Black","Female",6
60400,9500,8,8,"no","White","Male",9
185500,9500,8,8,"no","Black","Female",16
7250,17420.7361516035,12,14,"yes","Black","Male",4
25850,17420.7361516035,12,12,"yes","Black","Female",28
10000,17420.7361516035,10.8690857046641,14,"yes","Black","Male",1
-16500,7500,10.8690857046641,6,"no","Black","Male",1
0,6500,9,10.9474264705882,"yes","White","Female",6
0,6500,11,12,"yes","White","Female",1
246250,17420.7361516035,11,12,"yes","Black","Female",30
125,17420.7361516035,12,6,"yes","White","Female",1
21187.5,17420.7361516035,12,6,"yes","Black","Female",60
57930.5,22500,10.8690857046641,10.9474264705882,"no","Black","Female",49
-8400,22500,12,12,"no","Black","Female",37
-3800,4500,10,6,"no","Black","Female",18
22250,17420.7361516035,11,10,"yes","Black","Female",10
204000,17420.7361516035,10.8690857046641,10.9474264705882,"yes","Black","Male",6
5000,17420.7361516035,9,8,"yes","Black","Male",6
-6000,12500,12,12,"no","Black","Female",17
55000,12500,12,9,"no","Black","Female",43
50525,2500,9,16,"yes","White","Female",25
-33500,8500,12,10,"no","Black","Male",11
0,12500,16,16,"no","Black","Male",43
5000,6500,11,12,"yes","Black","Male",10
121000,6500,10.8690857046641,10.9474264705882,"yes","Black","Male",11
-13250,6500,11,12,"yes","Black","Male",22
-8150,6500,11,10.9474264705882,"yes","Black","Male",18
-1675,6500,11,10.9474264705882,"yes","Black","Female",41
