"CASEID_1979","HHID_1979","FAMSIZE_1979","AGE_IN_DEC_79","BORN_US","MOTHER_EDUC","MOTHER_EDUC_MISSING","FATHER_EDUC","FATHER_EDUC_MISSING","RACE","SEX","URBAN_RURAL","HOME_LANGUAGE","MOTHER_OCCUPATION","FATHER_OCCUPATION","FAMILY_INCOME_78","FAMILY_INCOME_78_MISSING","POVSTATUS_78","AFQT","Y"
7252,7252,1,21.5,"YES",8,0,8,0,"Black","FEMALE","URBAN","No (or Missing)","FARM","Missing",17420.7361516035,1,"Missing",NA,0
7253,7253,6,15.4166666666667,"YES",10.8690857046641,1,10.9474264705882,1,"Black","FEMALE","URBAN","Yes","901 TO 965: 901-965 SERVICE WORKERS, EXCEPT PRIVATE HOUSEHOLD","Missing",12500,0,"NOT IN POVERTY",8,0
7254,7253,6,15.4166666666667,"YES",11,0,10.9474264705882,1,"Black","MALE","URBAN","No (or Missing)","901 TO 965: 901-965 SERVICE WORKERS, EXCEPT PRIVATE HOUSEHOLD","Missing",12500,0,"NOT IN POVERTY",3,0
7255,7255,5,15.6666666666667,"YES",12,0,4,0,"Black","FEMALE","URBAN","No (or Missing)","901 TO 965: 901-965 SERVICE WORKERS, EXCEPT PRIVATE HOUSEHOLD","Missing",6500,0,"IN POVERTY",29,53023.5
7256,7255,5,14.6666666666667,"YES",12,0,4,0,"Black","FEMALE","URBAN","No (or Missing)","Missing","Missing",6500,0,"IN POVERTY",9,0
7257,7257,8,17.9166666666667,"YES",12,0,3,0,"Black","MALE","URBAN","No (or Missing)","Missing","601 TO 715: 601-715 OPERATIVES AND KINDRED",6500,0,"IN POVERTY",11,950
7258,7257,8,16.8333333333333,"YES",12,0,3,0,"Black","FEMALE","URBAN","No (or Missing)","Missing","601 TO 715: 601-715 OPERATIVES AND KINDRED",6500,0,"IN POVERTY",14,-6000
7259,7257,8,14.1666666666667,"YES",12,0,3,0,"Black","FEMALE","URBAN","No (or Missing)","Missing","Missing",6500,0,"IN POVERTY",12,6400
7260,7260,8,19.5833333333333,"YES",12,0,8,0,"Black","MALE","URBAN","No (or Missing)","Missing","601 TO 715: 601-715 OPERATIVES AND KINDRED",12500,0,"IN POVERTY",15,18250
7261,7260,8,17,"YES",11,0,12,0,"Black","MALE","URBAN","No (or Missing)","Missing","601 TO 715: 601-715 OPERATIVES AND KINDRED",12500,0,"IN POVERTY",11,252400
7262,7260,8,14.5833333333333,"YES",11,0,12,0,"Black","MALE","URBAN","No (or Missing)","901 TO 965: 901-965 SERVICE WORKERS, EXCEPT PRIVATE HOUSEHOLD","Missing",12500,0,"IN POVERTY",12,NA
7263,7263,2,14.25,"YES",10,0,10.9474264705882,1,"Black","FEMALE","URBAN","No (or Missing)","Missing","Missing",500,0,"IN POVERTY",12,-5000
7264,7264,5,16.25,"YES",9,0,2,0,"Black","FEMALE","URBAN","No (or Missing)","Missing","Missing",9500,0,"NOT IN POVERTY",12,NA
7265,7264,5,15.25,"YES",9,0,2,0,"Black","MALE","URBAN","No (or Missing)","Missing","Missing",9500,0,"NOT IN POVERTY",21,59250
7266,7266,2,17,"YES",18,0,10.9474264705882,1,"Black","MALE","URBAN","No (or Missing)","Missing","Missing",4500,0,"NOT IN POVERTY",15,13000
7267,7267,6,21.3333333333333,"YES",12,0,7,0,"Black","MALE","URBAN","No (or Missing)","Missing","Missing",5500,0,"IN POVERTY",20,0
7268,7267,6,15.3333333333333,"YES",12,0,7,0,"Black","MALE","URBAN","No (or Missing)","Missing","Missing",5500,0,"IN POVERTY",8,-9750
7269,7269,2,20.4166666666667,"YES",0,0,10.9474264705882,1,"Hispanic","MALE","URBAN","Yes","Missing","201 TO 245: 201-245 MANAGERS,OFFICIALS AND PROPRIETORS",17420.7361516035,1,"Missing",NA,NA
7270,7270,1,21.1666666666667,"YES",12,0,17,0,"White","MALE","URBAN","No (or Missing)","Missing","201 TO 245: 201-245 MANAGERS,OFFICIALS AND PROPRIETORS",17420.7361516035,1,"Missing",90,NA
7271,7271,1,21.5833333333333,"YES",12,0,10.9474264705882,1,"Black","FEMALE","URBAN","No (or Missing)","Missing","401 TO 575: 401-575 CRAFTSMEN,FOREMEN AND KINDRED",17420.7361516035,1,"Missing",81,767492
7272,7272,5,17.0833333333333,"YES",11,0,12,0,"Black","MALE","URBAN","No (or Missing)","601 TO 715: 601-715 OPERATIVES AND KINDRED","Missing",12500,0,"NOT IN POVERTY",3,NA
7273,7273,4,18.5833333333333,"YES",16,0,14,0,"Black","MALE","URBAN","No (or Missing)","1 TO 195: 001-195 PROFESSIONAL,TECHNICAL AND KINDRED","1 TO 195: 001-195 PROFESSIONAL,TECHNICAL AND KINDRED",1500,0,"IN POVERTY",71,7500
7274,7273,3,15.9166666666667,"YES",16,0,15,0,"Black","FEMALE","URBAN","No (or Missing)","1 TO 195: 001-195 PROFESSIONAL,TECHNICAL AND KINDRED","1 TO 195: 001-195 PROFESSIONAL,TECHNICAL AND KINDRED",37500,0,"NOT IN POVERTY",84,184200
7275,7275,7,16.25,"YES",10,0,12,0,"Black","FEMALE","URBAN","No (or Missing)","980 TO 984: 980-984 PRIVATE HOUSEHOLD","Missing",17500,0,"NOT IN POVERTY",20,5100
7276,7275,7,15.4166666666667,"YES",11,0,10.9474264705882,1,"Black","FEMALE","URBAN","No (or Missing)","980 TO 984: 980-984 PRIVATE HOUSEHOLD","Missing",12500,0,"NOT IN POVERTY",17,11750
7277,7275,7,15.4166666666667,"YES",10,0,12,0,"Black","MALE","URBAN","No (or Missing)","980 TO 984: 980-984 PRIVATE HOUSEHOLD","Missing",17500,0,"NOT IN POVERTY",21,0
7278,7278,10,21.25,"YES",12,0,8,0,"Black","FEMALE","URBAN","No (or Missing)","980 TO 984: 980-984 PRIVATE HOUSEHOLD","901 TO 965: 901-965 SERVICE WORKERS, EXCEPT PRIVATE HOUSEHOLD",17500,0,"NOT IN POVERTY",11,NA
7279,7278,9,20.25,"YES",11,0,8,0,"Black","MALE","URBAN","No (or Missing)","980 TO 984: 980-984 PRIVATE HOUSEHOLD","901 TO 965: 901-965 SERVICE WORKERS, EXCEPT PRIVATE HOUSEHOLD",17500,0,"NOT IN POVERTY",23,66100
7280,7278,10,18.5833333333333,"YES",11,0,8,0,"Black","MALE","URBAN","No (or Missing)","980 TO 984: 980-984 PRIVATE HOUSEHOLD","901 TO 965: 901-965 SERVICE WORKERS, EXCEPT PRIVATE HOUSEHOLD",17500,0,"NOT IN POVERTY",12,0
7281,7278,10,16.3333333333333,"YES",11,0,8,0,"Black","MALE","URBAN","No (or Missing)","980 TO 984: 980-984 PRIVATE HOUSEHOLD","901 TO 965: 901-965 SERVICE WORKERS, EXCEPT PRIVATE HOUSEHOLD",17500,0,"NOT IN POVERTY",17,NA
7282,7278,10,15.1666666666667,"YES",11,0,8,0,"Black","FEMALE","URBAN","No (or Missing)","980 TO 984: 980-984 PRIVATE HOUSEHOLD","901 TO 965: 901-965 SERVICE WORKERS, EXCEPT PRIVATE HOUSEHOLD",17500,0,"NOT IN POVERTY",11,1250
7283,7278,10,15.1666666666667,"YES",11,0,8,0,"Black","FEMALE","URBAN","No (or Missing)","Missing","Missing",17500,0,"NOT IN POVERTY",19,0
7284,7284,6,15.8333333333333,"YES",11,0,12,0,"Black","FEMALE","URBAN","No (or Missing)","601 TO 715: 601-715 OPERATIVES AND KINDRED","601 TO 715: 601-715 OPERATIVES AND KINDRED",12500,0,"NOT IN POVERTY",17,14400
7285,7285,6,15.1666666666667,"YES",16,0,16,0,"Black","FEMALE","URBAN","No (or Missing)","1 TO 195: 001-195 PROFESSIONAL,TECHNICAL AND KINDRED","201 TO 245: 201-245 MANAGERS,OFFICIALS AND PROPRIETORS",50000,0,"NOT IN POVERTY",69,NA
7286,7285,6,15.9166666666667,"YES",16,0,16,0,"Black","FEMALE","URBAN","No (or Missing)","1 TO 195: 001-195 PROFESSIONAL,TECHNICAL AND KINDRED","201 TO 245: 201-245 MANAGERS,OFFICIALS AND PROPRIETORS",50000,0,"NOT IN POVERTY",68,315500
7287,7287,1,20.6666666666667,"YES",12,0,10.9474264705882,1,"White","FEMALE","URBAN","No (or Missing)","Missing","1 TO 195: 001-195 PROFESSIONAL,TECHNICAL AND KINDRED",17420.7361516035,1,"Missing",94,NA
7288,7288,2,18.0833333333333,"YES",12,0,12,0,"White","FEMALE","URBAN","No (or Missing)","Missing","740 TO 785: 740-785 LABORERS, EXCEPT FARM",17420.7361516035,1,"Missing",30,NA
7289,7289,5,18.8333333333333,"NO",12,0,15,0,"White","MALE","URBAN","Yes","Missing","201 TO 245: 201-245 MANAGERS,OFFICIALS AND PROPRIETORS",37500,0,"NOT IN POVERTY",49,NA
7290,7290,2,21.9166666666667,"YES",10,0,10.9474264705882,1,"White","MALE","URBAN","No (or Missing)","301 TO 395: 301-395 CLERICAL AND KINDRED","601 TO 715: 601-715 OPERATIVES AND KINDRED",17420.7361516035,1,"Missing",20,NA
7291,7290,2,19.8333333333333,"YES",12,0,8,0,"White","FEMALE","URBAN","No (or Missing)","301 TO 395: 301-395 CLERICAL AND KINDRED","901 TO 965: 901-965 SERVICE WORKERS, EXCEPT PRIVATE HOUSEHOLD",17420.7361516035,1,"Missing",6,NA
7292,7292,3,21.8333333333333,"NO",16,0,16,0,"Hispanic","MALE","URBAN","Yes","Missing","601 TO 715: 601-715 OPERATIVES AND KINDRED",17500,0,"NOT IN POVERTY",NA,NA
7293,7293,6,19.0833333333333,"YES",12,0,12,0,"Black","FEMALE","URBAN","No (or Missing)","Missing","Missing",17420.7361516035,1,"Missing",62,103525
7294,7293,6,18.8333333333333,"YES",12,0,12,0,"Black","MALE","URBAN","No (or Missing)","Missing","Missing",17420.7361516035,1,"Missing",40,8892.5
7295,7295,3,22,"YES",12,0,6,0,"Black","FEMALE","URBAN","No (or Missing)","Missing","Missing",17420.7361516035,1,"Missing",24,NA
7296,7296,4,17.5,"YES",11,0,12,0,"Black","FEMALE","URBAN","No (or Missing)","601 TO 715: 601-715 OPERATIVES AND KINDRED","601 TO 715: 601-715 OPERATIVES AND KINDRED",17500,0,"NOT IN POVERTY",67,27100
7297,7296,4,18.5,"YES",11,0,12,0,"Black","MALE","URBAN","No (or Missing)","601 TO 715: 601-715 OPERATIVES AND KINDRED","401 TO 575: 401-575 CRAFTSMEN,FOREMEN AND KINDRED",37500,0,"NOT IN POVERTY",14,59500
7298,7298,3,20.5,"YES",12,0,12,0,"Black","MALE","URBAN","No (or Missing)","201 TO 245: 201-245 MANAGERS,OFFICIALS AND PROPRIETORS","301 TO 395: 301-395 CLERICAL AND KINDRED",17420.7361516035,1,"Missing",46,NA
7299,7299,6,20.5,"YES",10.8690857046641,1,10.9474264705882,1,"Black","MALE","URBAN","No (or Missing)","901 TO 965: 901-965 SERVICE WORKERS, EXCEPT PRIVATE HOUSEHOLD","Missing",9500,0,"NOT IN POVERTY",4,NA
7300,7300,6,16.5833333333333,"YES",12,0,10.9474264705882,1,"Black","FEMALE","URBAN","No (or Missing)","Missing","601 TO 715: 601-715 OPERATIVES AND KINDRED",17420.7361516035,1,"Missing",12,2750
7301,7300,6,15.5,"YES",12,0,12,0,"Black","MALE","URBAN","No (or Missing)","901 TO 965: 901-965 SERVICE WORKERS, EXCEPT PRIVATE HOUSEHOLD","Missing",17420.7361516035,1,"Missing",5,137000
7302,7302,2,21.9166666666667,"YES",11,0,3,0,"Black","FEMALE","URBAN","No (or Missing)","Missing","901 TO 965: 901-965 SERVICE WORKERS, EXCEPT PRIVATE HOUSEHOLD",17420.7361516035,1,"Missing",38,26200
7303,7303,3,16.3333333333333,"YES",10,0,10.9474264705882,1,"Black","FEMALE","URBAN","No (or Missing)","401 TO 575: 401-575 CRAFTSMEN,FOREMEN AND KINDRED","201 TO 245: 201-245 MANAGERS,OFFICIALS AND PROPRIETORS",17420.7361516035,1,"Missing",7,NA
7304,7304,3,19.5,"YES",12,0,12,0,"Black","FEMALE","URBAN","No (or Missing)","901 TO 965: 901-965 SERVICE WORKERS, EXCEPT PRIVATE HOUSEHOLD","Missing",17420.7361516035,1,"Missing",3,NA
7305,7305,3,20.25,"YES",12,0,12,0,"Hispanic","FEMALE","URBAN","Yes","901 TO 965: 901-965 SERVICE WORKERS, EXCEPT PRIVATE HOUSEHOLD","Missing",17420.7361516035,1,"Missing",27,190364.5
7306,7306,1,21.9166666666667,"YES",12,0,8,0,"White","MALE","URBAN","No (or Missing)","Missing","580 TO 590: 580-590 ARMED FORCES",17420.7361516035,1,"Missing",38,NA
7307,7306,3,21.6666666666667,"YES",8,0,5,0,"Other","MALE","URBAN","No (or Missing)","901 TO 965: 901-965 SERVICE WORKERS, EXCEPT PRIVATE HOUSEHOLD","201 TO 245: 201-245 MANAGERS,OFFICIALS AND PROPRIETORS",22500,0,"NOT IN POVERTY",90,NA
7308,7308,5,17.5,"YES",9,0,3,0,"Native American","FEMALE","URBAN","No (or Missing)","Missing","740 TO 785: 740-785 LABORERS, EXCEPT FARM",6500,0,"IN POVERTY",3,NA
7309,7308,4,15.1666666666667,"YES",9,0,3,0,"Native American","MALE","URBAN","No (or Missing)","Missing","Missing",6500,0,"NOT IN POVERTY",1,NA
7310,7310,1,19.8333333333333,"YES",8,0,5,0,"White","FEMALE","URBAN","No (or Missing)","Missing","601 TO 715: 601-715 OPERATIVES AND KINDRED",17420.7361516035,1,"Missing",29,NA
7311,7310,4,14.8333333333333,"YES",8,0,5,0,"White","MALE","URBAN","No (or Missing)","901 TO 965: 901-965 SERVICE WORKERS, EXCEPT PRIVATE HOUSEHOLD","740 TO 785: 740-785 LABORERS, EXCEPT FARM",3500,0,"IN POVERTY",3,NA
7312,7312,1,18.9166666666667,"YES",11,0,12,0,"White","FEMALE","URBAN","No (or Missing)","901 TO 965: 901-965 SERVICE WORKERS, EXCEPT PRIVATE HOUSEHOLD","401 TO 575: 401-575 CRAFTSMEN,FOREMEN AND KINDRED",17420.7361516035,1,"Missing",14,NA
7313,7313,1,19.4166666666667,"YES",11,0,10,0,"Hispanic","MALE","URBAN","Yes","Missing","201 TO 245: 201-245 MANAGERS,OFFICIALS AND PROPRIETORS",17420.7361516035,1,"Missing",12,38050
7314,7314,2,21.6666666666667,"YES",6,0,7,0,"Black","FEMALE","URBAN","No (or Missing)","Missing","401 TO 575: 401-575 CRAFTSMEN,FOREMEN AND KINDRED",17420.7361516035,1,"Missing",5,NA
7315,7315,3,22,"YES",10.8690857046641,1,8,0,"Hispanic","MALE","URBAN","No (or Missing)","Missing","740 TO 785: 740-785 LABORERS, EXCEPT FARM",17420.7361516035,1,"Missing",21,NA
7316,7315,3,21.25,"YES",8,0,11,0,"Hispanic","FEMALE","URBAN","Yes","601 TO 715: 601-715 OPERATIVES AND KINDRED","401 TO 575: 401-575 CRAFTSMEN,FOREMEN AND KINDRED",17420.7361516035,1,"Missing",64,612000
7317,7317,4,16.75,"YES",12,0,15,0,"Black","FEMALE","URBAN","No (or Missing)","901 TO 965: 901-965 SERVICE WORKERS, EXCEPT PRIVATE HOUSEHOLD","901 TO 965: 901-965 SERVICE WORKERS, EXCEPT PRIVATE HOUSEHOLD",17500,0,"NOT IN POVERTY",25,NA
7318,7317,4,14.75,"YES",12,0,15,0,"Black","MALE","URBAN","No (or Missing)","901 TO 965: 901-965 SERVICE WORKERS, EXCEPT PRIVATE HOUSEHOLD","Missing",17500,0,"NOT IN POVERTY",47,10500
7319,7319,4,18,"YES",10,0,8,0,"Black","MALE","URBAN","No (or Missing)","Missing","601 TO 715: 601-715 OPERATIVES AND KINDRED",17500,0,"NOT IN POVERTY",28,NA
7320,7319,4,15.3333333333333,"YES",9,0,10,0,"Black","MALE","URBAN","No (or Missing)","901 TO 965: 901-965 SERVICE WORKERS, EXCEPT PRIVATE HOUSEHOLD","601 TO 715: 601-715 OPERATIVES AND KINDRED",17500,0,"NOT IN POVERTY",6,110800
7321,7321,3,18.8333333333333,"YES",12,0,10.9474264705882,1,"Black","MALE","URBAN","No (or Missing)","601 TO 715: 601-715 OPERATIVES AND KINDRED","Missing",17500,0,"NOT IN POVERTY",10,3000
7322,7321,3,14.3333333333333,"YES",12,0,10.9474264705882,1,"Black","FEMALE","URBAN","No (or Missing)","601 TO 715: 601-715 OPERATIVES AND KINDRED","Missing",17500,0,"NOT IN POVERTY",17,48000
7323,7323,4,16.6666666666667,"YES",11,0,10.9474264705882,1,"Black","FEMALE","URBAN","No (or Missing)","Missing","Missing",3500,0,"IN POVERTY",5,0
7324,7323,4,14.4166666666667,"YES",11,0,10.9474264705882,1,"Black","FEMALE","URBAN","No (or Missing)","Missing","Missing",3500,0,"IN POVERTY",11,0
7325,7325,5,14.5,"YES",12,0,5,0,"Black","FEMALE","URBAN","No (or Missing)","Missing","Missing",9500,0,"NOT IN POVERTY",49,-16750
7326,7325,5,15.1666666666667,"YES",12,0,7,0,"Black","MALE","URBAN","No (or Missing)","Missing","Missing",9500,0,"NOT IN POVERTY",4,NA
7327,7327,1,18.6666666666667,"YES",12,0,11,0,"White","FEMALE","URBAN","No (or Missing)","601 TO 715: 601-715 OPERATIVES AND KINDRED","801 TO 802: 801-802 FARMERS AND FARM MANAGERS",17420.7361516035,1,"Missing",73,NA
7328,7328,3,14.0833333333333,"YES",12,0,14,0,"White","FEMALE","URBAN","No (or Missing)","301 TO 395: 301-395 CLERICAL AND KINDRED","401 TO 575: 401-575 CRAFTSMEN,FOREMEN AND KINDRED",37500,0,"NOT IN POVERTY",76,NA
7329,7329,3,15.5,"YES",12,0,12,0,"White","MALE","URBAN","No (or Missing)","601 TO 715: 601-715 OPERATIVES AND KINDRED","601 TO 715: 601-715 OPERATIVES AND KINDRED",3500,0,"IN POVERTY",31,NA
7330,7330,4,20.1666666666667,"YES",12,0,16,0,"White","FEMALE","URBAN","No (or Missing)","Missing","260 TO 285: 260-285 SALES WORKERS",17420.7361516035,1,"Missing",55,NA
7331,7331,2,21.75,"YES",13,0,10.9474264705882,1,"White","FEMALE","URBAN","No (or Missing)","901 TO 965: 901-965 SERVICE WORKERS, EXCEPT PRIVATE HOUSEHOLD","Missing",17420.7361516035,1,"Missing",87,NA
7332,7332,3,20.4166666666667,"YES",12,0,12,0,"Hispanic","MALE","URBAN","Yes","901 TO 965: 901-965 SERVICE WORKERS, EXCEPT PRIVATE HOUSEHOLD","601 TO 715: 601-715 OPERATIVES AND KINDRED",37500,0,"NOT IN POVERTY",40,99000
7333,7333,1,20.75,"YES",14,0,17,0,"White","MALE","URBAN","No (or Missing)","Missing","1 TO 195: 001-195 PROFESSIONAL,TECHNICAL AND KINDRED",17420.7361516035,1,"Missing",91,NA
7334,7333,1,21.3333333333333,"YES",12,0,14,0,"White","MALE","URBAN","No (or Missing)","Missing","1 TO 195: 001-195 PROFESSIONAL,TECHNICAL AND KINDRED",17420.7361516035,1,"Missing",87,NA
7335,7335,7,20.3333333333333,"YES",17,0,14,0,"Black","MALE","Missing","No (or Missing)","Missing","Missing",17420.7361516035,1,"Missing",19,NA
7336,7335,5,19.4166666666667,"YES",18,0,10.9474264705882,1,"Black","MALE","URBAN","No (or Missing)","Missing","Missing",12500,0,"NOT IN POVERTY",20,0
7337,7335,5,17.8333333333333,"YES",18,0,10.9474264705882,1,"Black","FEMALE","URBAN","Yes","1 TO 195: 001-195 PROFESSIONAL,TECHNICAL AND KINDRED","Missing",12500,0,"NOT IN POVERTY",45,49625
7338,7338,1,21.8333333333333,"YES",14,0,15,0,"White","FEMALE","URBAN","No (or Missing)","Missing","580 TO 590: 580-590 ARMED FORCES",17420.7361516035,1,"Missing",77,NA
7339,7339,1,19.1666666666667,"YES",13,0,12,0,"White","FEMALE","URBAN","No (or Missing)","Missing","Missing",17420.7361516035,1,"Missing",76,NA
7340,7340,1,20.3333333333333,"YES",12,0,16,0,"White","MALE","URBAN","No (or Missing)","Missing","580 TO 590: 580-590 ARMED FORCES",17420.7361516035,1,"Missing",87,488500
7341,7341,2,19.4166666666667,"YES",16,0,20,0,"White","FEMALE","URBAN","No (or Missing)","Missing","1 TO 195: 001-195 PROFESSIONAL,TECHNICAL AND KINDRED",17420.7361516035,1,"Missing",66,NA
7342,7342,1,21.5,"YES",12,0,12,0,"Other","MALE","URBAN","No (or Missing)","260 TO 285: 260-285 SALES WORKERS","601 TO 715: 601-715 OPERATIVES AND KINDRED",17420.7361516035,1,"Missing",79,NA
7343,7343,1,21.6666666666667,"YES",14,0,16,0,"White","MALE","URBAN","No (or Missing)","301 TO 395: 301-395 CLERICAL AND KINDRED","1 TO 195: 001-195 PROFESSIONAL,TECHNICAL AND KINDRED",17420.7361516035,1,"Missing",94,NA
7344,7344,1,20.3333333333333,"YES",12,0,20,0,"White","FEMALE","URBAN","No (or Missing)","Missing","Missing",17420.7361516035,1,"Missing",67,NA
7345,7344,1,19.0833333333333,"YES",12,0,10,0,"White","FEMALE","URBAN","No (or Missing)","901 TO 965: 901-965 SERVICE WORKERS, EXCEPT PRIVATE HOUSEHOLD","401 TO 575: 401-575 CRAFTSMEN,FOREMEN AND KINDRED",17420.7361516035,1,"Missing",84,NA
7346,7346,1,21,"YES",12,0,9,0,"Other","FEMALE","URBAN","Yes","Missing","401 TO 575: 401-575 CRAFTSMEN,FOREMEN AND KINDRED",17420.7361516035,1,"Missing",71,NA
7347,7347,6,15.25,"NO",3,0,5,0,"Asian or Pacific Islander","MALE","URBAN","Yes","Missing","580 TO 590: 580-590 ARMED FORCES",17420.7361516035,1,"Missing",16,NA
7348,7348,3,16.25,"YES",9,0,8,0,"White","FEMALE","URBAN","No (or Missing)","Missing","601 TO 715: 601-715 OPERATIVES AND KINDRED",6500,0,"NOT IN POVERTY",75,NA
7349,7348,3,15.4166666666667,"YES",9,0,8,0,"White","MALE","URBAN","No (or Missing)","Missing","601 TO 715: 601-715 OPERATIVES AND KINDRED",6500,0,"NOT IN POVERTY",11,NA
7350,7350,3,20.1666666666667,"YES",9,0,10,0,"White","FEMALE","URBAN","No (or Missing)","Missing","401 TO 575: 401-575 CRAFTSMEN,FOREMEN AND KINDRED",17420.7361516035,1,"Missing",3,NA
7351,7351,6,16.5833333333333,"YES",9,0,12,0,"White","FEMALE","URBAN","No (or Missing)","Missing","Missing",50000,0,"NOT IN POVERTY",25,NA
7352,7352,3,20.0833333333333,"YES",7,0,12,0,"White","FEMALE","URBAN","No (or Missing)","901 TO 965: 901-965 SERVICE WORKERS, EXCEPT PRIVATE HOUSEHOLD","Missing",17420.7361516035,1,"Missing",47,NA
7353,7353,9,18.6666666666667,"YES",12,0,6,0,"Native American","MALE","URBAN","No (or Missing)","Missing","Missing",5500,0,"IN POVERTY",47,NA
7354,7353,9,16.5833333333333,"YES",12,0,6,0,"Native American","MALE","URBAN","No (or Missing)","Missing","Missing",5500,0,"IN POVERTY",3,NA
7355,7353,9,16,"YES",12,0,6,0,"Native American","FEMALE","URBAN","No (or Missing)","Missing","Missing",4500,0,"IN POVERTY",10,NA
7356,7356,1,20.75,"YES",10.8690857046641,1,12,0,"White","FEMALE","URBAN","No (or Missing)","Missing","601 TO 715: 601-715 OPERATIVES AND KINDRED",17420.7361516035,1,"Missing",NA,NA
7357,7357,3,21.0833333333333,"YES",12,0,10,0,"White","FEMALE","URBAN","No (or Missing)","Missing","601 TO 715: 601-715 OPERATIVES AND KINDRED",5500,0,"NOT IN POVERTY",60,NA
7358,7358,6,17.25,"YES",9,0,7,0,"White","FEMALE","URBAN","No (or Missing)","Missing","Missing",9500,0,"NOT IN POVERTY",2,NA
7359,7358,6,16.75,"YES",9,0,7,0,"White","FEMALE","URBAN","No (or Missing)","Missing","601 TO 715: 601-715 OPERATIVES AND KINDRED",9500,0,"NOT IN POVERTY",7,NA
7360,7360,6,15.5,"YES",11,0,12,0,"Black","FEMALE","URBAN","No (or Missing)","980 TO 984: 980-984 PRIVATE HOUSEHOLD","401 TO 575: 401-575 CRAFTSMEN,FOREMEN AND KINDRED",17500,0,"NOT IN POVERTY",38,NA
7361,7361,1,17.5833333333333,"NO",12,0,18,0,"Hispanic","FEMALE","URBAN","Yes","Missing","201 TO 245: 201-245 MANAGERS,OFFICIALS AND PROPRIETORS",17420.7361516035,1,"Missing",13,24628.5
7362,7362,4,18.8333333333333,"YES",11,0,9,0,"White","MALE","URBAN","No (or Missing)","Missing","Missing",17420.7361516035,1,"Missing",30,NA
7363,7362,5,15.8333333333333,"YES",12,0,10,0,"White","MALE","URBAN","No (or Missing)","Missing","Missing",8500,0,"NOT IN POVERTY",4,NA
7364,7364,4,18.5833333333333,"YES",12,0,10,0,"Native American","MALE","URBAN","No (or Missing)","301 TO 395: 301-395 CLERICAL AND KINDRED","Missing",5500,0,"IN POVERTY",38,NA
7365,7364,4,17.5833333333333,"YES",12,0,11,0,"White","MALE","URBAN","No (or Missing)","Missing","Missing",5500,0,"IN POVERTY",41,NA
7366,7364,4,17.5833333333333,"YES",12,0,11,0,"White","MALE","URBAN","No (or Missing)","301 TO 395: 301-395 CLERICAL AND KINDRED","Missing",5500,0,"IN POVERTY",21,NA
7367,7367,4,14.25,"YES",11,0,8,0,"White","FEMALE","URBAN","No (or Missing)","901 TO 965: 901-965 SERVICE WORKERS, EXCEPT PRIVATE HOUSEHOLD","601 TO 715: 601-715 OPERATIVES AND KINDRED",7500,0,"NOT IN POVERTY",14,NA
7368,7368,8,18.75,"YES",14,0,7,0,"Black","FEMALE","URBAN","No (or Missing)","Missing","401 TO 575: 401-575 CRAFTSMEN,FOREMEN AND KINDRED",9500,0,"IN POVERTY",59,-13552.5
7369,7368,7,16.0833333333333,"YES",14,0,10,0,"Black","MALE","URBAN","No (or Missing)","980 TO 984: 980-984 PRIVATE HOUSEHOLD","Missing",9500,0,"IN POVERTY",57,796375
7370,7368,7,15.6666666666667,"YES",9,0,10,0,"Black","MALE","URBAN","No (or Missing)","901 TO 965: 901-965 SERVICE WORKERS, EXCEPT PRIVATE HOUSEHOLD","401 TO 575: 401-575 CRAFTSMEN,FOREMEN AND KINDRED",9500,0,"IN POVERTY",86,75571.5
7371,7371,4,15.25,"YES",17,0,14,0,"Black","FEMALE","URBAN","No (or Missing)","1 TO 195: 001-195 PROFESSIONAL,TECHNICAL AND KINDRED","Missing",17500,0,"NOT IN POVERTY",27,NA
7372,7371,4,14.25,"YES",17,0,14,0,"Black","MALE","URBAN","No (or Missing)","1 TO 195: 001-195 PROFESSIONAL,TECHNICAL AND KINDRED","Missing",17500,0,"NOT IN POVERTY",22,NA
7373,7373,3,17.5833333333333,"YES",12,0,10,0,"Black","MALE","URBAN","No (or Missing)","901 TO 965: 901-965 SERVICE WORKERS, EXCEPT PRIVATE HOUSEHOLD","401 TO 575: 401-575 CRAFTSMEN,FOREMEN AND KINDRED",17500,0,"NOT IN POVERTY",3,68250
7374,7374,5,14.6666666666667,"YES",10.8690857046641,1,10.9474264705882,1,"White","FEMALE","URBAN","No (or Missing)","Missing","Missing",4500,0,"IN POVERTY",27,NA
7375,7375,3,20.8333333333333,"YES",17,0,11,0,"Native American","FEMALE","URBAN","No (or Missing)","301 TO 395: 301-395 CLERICAL AND KINDRED","Missing",17420.7361516035,1,"Missing",22,NA
7376,7376,3,17.5833333333333,"YES",11,0,17,0,"White","FEMALE","URBAN","Yes","901 TO 965: 901-965 SERVICE WORKERS, EXCEPT PRIVATE HOUSEHOLD","201 TO 245: 201-245 MANAGERS,OFFICIALS AND PROPRIETORS",5500,0,"NOT IN POVERTY",14,NA
7377,7377,6,21.4166666666667,"YES",11,0,3,0,"Black","FEMALE","URBAN","No (or Missing)","901 TO 965: 901-965 SERVICE WORKERS, EXCEPT PRIVATE HOUSEHOLD","901 TO 965: 901-965 SERVICE WORKERS, EXCEPT PRIVATE HOUSEHOLD",12500,0,"NOT IN POVERTY",4,130281.5
